,0 beds,1 bath,1 bed,1 bedroom,1 guest,1 private bath,1 shared bath,1.5 baths,1.5 private baths,1.5 shared baths,2 baths,2 bedrooms,2 beds,2 guests,2 private baths,2 shared baths,2.5 shared baths,3 bedrooms,3 beds,3 guests,3 shared baths,4 beds,4 guests,5 beds,5 guests,6 beds,6 guests,Boat,Camper/RV,Private room in apartment,Shared half-bath,Studio,free_cancel,lat,long,plus,price,ratings,rental_price_norm,reviews,superhost,entire_place,private_room,no_baths,shared_room,logprice
65,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.785984,-122.4077414,0,89,4.5,0.829585667,106,0,1,0,0,0,4.48863636973214
66,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7453881,-122.4304595,0,90,5.0,0.922057288,248,1,0,1,1,0,4.499809670330265
67,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7557465,-122.4791684,0,100,4.5,1.121772356,280,0,1,0,0,0,4.605170185988092
68,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,37.86108,-122.2814995,0,95,5.0,1.054708273,265,1,1,0,0,0,4.553876891600541
69,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37.7730653,-122.4429333,0,165,5.0,0.943033279,303,1,1,0,0,0,5.10594547390058
70,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37.7789419,-122.2427738,0,109,5.0,1.054708273,540,1,0,0,0,0,4.6913478822291435
71,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37.7852365,-122.476276,0,190,4.5,1.172587433,362,1,1,0,0,0,5.247024072160486
72,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,37.7878414,-122.4308222,0,89,5.0,0.8712422120000001,338,1,0,0,0,0,4.48863636973214
73,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7447243,-122.4369879,0,95,5.0,0.983212642,523,1,0,1,0,0,4.553876891600541
74,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.78576,-122.41489140000002,0,109,4.5,0.829585667,342,0,0,0,0,0,4.6913478822291435
75,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.79785560000001,-122.2103944,0,65,5.0,1.054708273,232,1,1,0,0,0,4.174387269895637
76,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7609914,-122.4652097,0,120,5.0,1.001234268,231,1,1,0,0,0,4.787491742782046
77,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7767304,-122.1718415,0,79,5.0,1.054708273,246,1,1,0,0,0,4.3694478524670215
78,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.7549539,-122.4168309,0,115,5.0,1.047322361,562,1,0,0,0,0,4.74493212836325
79,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7567656,-122.4889142,0,85,5.0,1.121772356,330,1,0,1,0,0,4.442651256490317
80,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7599,-122.4148,1,135,5.0,1.047322361,211,1,0,1,0,0,4.90527477843843
81,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.735666,-122.3871207,0,92,5.0,1.151611442,122,1,1,0,0,0,4.5217885770490405
82,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.832357,-122.2795435,0,79,5.0,1.054708273,207,1,1,0,0,0,4.3694478524670215
83,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.7702755,-122.4475732,0,79,4.0,0.943033279,303,0,0,0,0,0,4.3694478524670215
84,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7315978,-122.3731758,0,89,4.5,1.151611442,212,0,0,1,0,0,4.48863636973214
85,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.808,-122.288,0,59,5.0,1.054708273,458,1,0,1,0,0,4.07753744390572
86,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7429945,-122.4666352,0,74,5.0,0.983212642,182,1,1,0,0,0,4.30406509320417
87,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.849886,-122.2802796,0,98,5.0,1.054708273,168,1,1,0,0,0,4.584967478670572
88,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.7687898,-122.417432,0,105,5.0,1.145998149,309,1,0,0,0,0,4.653960350157523
89,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7139731,-122.4082638,0,75,4.5,0.983212642,84,0,1,0,0,0,4.31748811353631
90,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7210033,-122.4102371,0,84,5.0,0.983212642,190,0,0,1,0,0,4.430816798843313
91,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7024996,-122.4920611,0,139,5.0,0.922057288,191,1,1,0,0,0,4.9344739331306915
92,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.7564352,-122.4408039,0,57,5.0,1.083661049,322,1,0,0,0,0,4.04305126783455
93,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.794,-122.404,0,45,4.5,1.024869187,322,0,0,0,0,1,3.8066624897703196
94,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37.7735805,-122.4280637,0,136,5.0,0.8233815000000001,375,1,1,0,0,0,4.912654885736052
95,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37.794,-122.404,0,45,4.5,1.024869187,299,0,0,0,0,1,3.8066624897703196
96,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,37.7335518,-122.4309991,0,101,5.0,0.983212642,274,1,1,0,0,0,4.61512051684126
97,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37.81859710000001,-122.2681718,0,85,4.5,1.054708273,231,0,1,0,0,0,4.442651256490317
98,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7891013,-122.43459740000002,0,129,5.0,0.8712422120000001,422,1,0,1,0,0,4.859812404361672
99,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.7858852,-122.4095171,0,89,4.5,0.829585667,80,0,0,1,0,0,4.48863636973214
100,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7402797,-122.4688499,0,89,5.0,0.922057288,248,1,1,0,0,0,4.48863636973214
101,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.6871816,-122.4952487,0,59,4.5,0.922057288,268,0,0,1,0,0,4.07753744390572
102,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7673865,-122.4446685,0,85,5.0,0.943033279,251,1,0,1,0,0,4.442651256490317
103,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.770230700000006,-122.4295697,0,95,5.0,0.8233815000000001,278,1,0,1,0,0,4.553876891600541
104,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7575773,-122.4295638,0,99,4.5,1.055299146,115,0,0,1,0,0,4.59511985013459
105,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,37.7621054,-122.4520166,0,125,5.0,1.001234268,263,1,1,0,0,0,4.8283137373023015
106,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.71968560000001,-122.4516255,0,125,5.0,1.010097363,217,1,1,0,0,0,4.8283137373023015
107,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37.885296,-122.530272,0,140,4.5,1.172587433,232,0,1,0,0,0,4.941642422609304
108,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7438276,-122.4320502,0,135,5.0,0.983212642,283,1,1,0,0,0,4.90527477843843
109,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.7691993,-122.4353061,0,109,5.0,0.943033279,379,1,0,0,0,0,4.6913478822291435
110,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37.7258319,-122.4304184,0,100,5.0,0.983212642,192,1,1,0,0,0,4.605170185988092
111,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7449468,-122.4299192,0,90,5.0,0.922057288,175,1,0,1,1,0,4.499809670330265
112,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7898069,-122.4341119,0,129,5.0,0.8712422120000001,434,1,0,1,0,0,4.859812404361672
113,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,37.7789913,-122.2427018,0,99,5.0,1.054708273,498,1,0,0,0,0,4.59511985013459
114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,37.7809339,-122.4942512,0,140,5.0,1.172587433,287,1,1,0,0,0,4.941642422609304
115,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7743132,-122.4523622,0,135,5.0,1.121772356,329,1,1,0,0,0,4.90527477843843
116,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37.9691725,-122.2888438,0,46,5.0,1.054708273,158,1,1,0,0,0,3.828641396489095
117,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.7619954,-122.3939147,0,75,5.0,1.151611442,196,1,1,0,0,0,4.31748811353631
118,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7378,-122.4321,1,117,5.0,0.983212642,159,1,0,1,0,0,4.762173934797756
119,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,37.780930700000006,-122.4200707,0,150,5.0,0.829585667,89,1,1,0,0,0,5.0106352940962555
120,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37.7538901,-122.4580171,0,79,5.0,1.001234268,468,1,0,1,0,0,4.3694478524670215
121,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7497454,-122.4824194,0,92,5.0,0.922057288,218,1,0,1,0,0,4.5217885770490405
122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,37.7444589,-122.4377567,0,245,5.0,0.983212642,310,1,1,0,0,0,5.501258210544727
123,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.83332120000001,-122.2240865,0,65,4.5,1.054708273,264,0,1,0,0,0,4.174387269895637
124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37.8346013,-122.2689664,0,53,4.5,1.054708273,283,0,0,1,0,0,3.970291913552122
125,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.7303363,-122.4258263,0,135,5.0,0.983212642,77,1,1,0,0,0,4.90527477843843
126,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7507253,-122.4081529,0,59,4.5,1.047322361,76,0,0,1,0,0,4.07753744390572
127,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.6416593,-122.4600502,0,55,4.5,0.922057288,318,0,0,1,0,0,4.007333185232471
128,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.7757647,-122.4154915,0,125,5.0,1.145998149,291,1,1,0,0,0,4.8283137373023015
129,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37.7212004,-122.4021146,0,89,5.0,0.983212642,71,1,1,0,0,0,4.48863636973214
130,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.8065682,-122.4350094,0,105,4.5,0.875378323,182,0,1,0,0,0,4.653960350157523
131,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.7858552,-122.4082109,0,89,5.0,0.829585667,58,0,0,1,0,0,4.48863636973214
132,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.6863899,-122.494059,0,69,4.5,0.922057288,201,0,0,1,0,0,4.23410650459726
133,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7509299,-122.4270217,0,69,5.0,0.922057288,197,1,1,0,0,0,4.23410650459726
134,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.6007821,-122.4073735,0,85,5.0,0.922057288,497,0,0,1,0,0,4.442651256490317
135,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7694,-122.4862,1,155,5.0,1.121772356,120,1,0,0,0,0,5.043425116919247
136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,37.7984508,-122.4044535,0,36,5.0,0.944805898,168,0,0,0,1,1,3.58351893845611
137,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,37.779151,-122.4785733,0,130,5.0,1.172587433,277,1,1,0,0,0,4.867534450455582
138,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.8013351,-122.4071376,0,95,4.5,0.944805898,278,0,0,0,0,0,4.553876891600541
139,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.724828,-122.4360876,0,72,5.0,1.010097363,309,1,0,1,0,0,4.276666119016055
140,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7456548,-122.4286438,0,100,5.0,0.922057288,277,1,1,0,0,0,4.605170185988092
141,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7748566,-122.4623461,0,119,4.5,1.172587433,240,0,1,0,0,0,4.77912349311153
143,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.769224,-122.4469821,0,200,5.0,0.943033279,192,1,1,0,0,0,5.298317366548036
144,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.7872319,-122.4082861,0,89,4.5,0.829585667,62,0,0,1,0,0,4.48863636973214
145,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.9566904,-122.2750343,0,49,5.0,1.054708273,254,1,1,0,0,0,3.8918202981106265
146,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7635864,-122.4824523,0,59,4.5,1.121772356,128,0,0,1,0,0,4.07753744390572
147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,37.9585297,-122.2734978,0,63,5.0,1.054708273,291,1,1,0,0,0,4.143134726391533
148,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7412771,-122.4215473,0,100,5.0,0.983212642,332,1,0,1,0,0,4.605170185988092
149,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7826567,-122.1956466,0,35,5.0,1.054708273,92,0,1,0,0,0,3.5553480614894135
150,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7585526,-122.4452989,0,79,5.0,1.083661049,442,1,0,1,0,0,4.3694478524670215
151,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37.7974789,-122.4256636,0,129,4.5,0.8588338790000001,154,0,0,1,0,0,4.859812404361672
152,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7664988,-122.4360631,0,135,5.0,0.943033279,339,1,1,0,0,0,4.90527477843843
153,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37.7466908,-122.4058601,0,145,4.5,1.105523349,251,1,1,0,0,0,4.976733742420574
154,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7527174,-122.40934009999998,0,117,5.0,1.047322361,266,0,0,1,0,0,4.762173934797756
155,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7724075,-122.5016871,0,50,4.5,1.172587433,113,0,0,1,0,0,3.912023005428146
156,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.75686870000001,-122.41460320000002,0,55,5.0,1.047322361,194,0,0,0,0,1,4.007333185232471
157,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37.728,-122.389,0,113,4.5,1.151611442,178,0,0,1,0,0,4.727387818712341
158,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37.8011072,-122.2748774,0,97,4.5,1.054708273,205,1,1,0,0,0,4.574710978503383
159,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7138912,-122.4081304,0,110,4.5,0.983212642,119,0,1,0,0,0,4.700480365792417
160,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37.7538485,-122.4928673,0,105,5.0,1.121772356,170,1,1,0,0,0,4.653960350157523
161,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.78753320000001,-122.4093616,0,89,4.5,0.829585667,74,0,1,0,0,0,4.48863636973214
162,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,37.7737717,-122.4291925,0,85,5.0,0.8233815000000001,134,1,0,1,0,0,4.442651256490317
163,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.7853149,-122.4076837,0,89,4.5,0.829585667,55,0,0,1,0,0,4.48863636973214
164,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.7101258,-122.4464311,0,50,4.0,1.010097363,83,0,0,0,0,0,3.912023005428146
165,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.765146,-122.4160758,0,109,4.5,1.047322361,271,0,0,1,0,0,4.6913478822291435
166,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7605,-122.4009,1,200,5.0,1.105523349,216,1,1,0,0,0,5.298317366548036
167,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7414019,-122.4428318,0,120,5.0,0.983212642,217,1,1,0,0,0,4.787491742782046
168,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,37.7928673,-122.4160927,0,70,5.0,0.871833085,133,0,0,0,0,0,4.248495242049359
169,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.741,-122.384,0,65,4.5,1.151611442,276,1,0,1,0,0,4.174387269895637
170,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7415926,-122.465782,0,69,5.0,0.983212642,314,1,0,1,0,0,4.23410650459726
171,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7887556,-122.1891278,0,105,5.0,1.054708273,175,1,1,0,0,0,4.653960350157523
172,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7718943,-122.1682039,0,90,5.0,1.054708273,131,1,1,0,0,0,4.499809670330265
173,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37.7765653,-122.4288331,0,145,5.0,0.8233815000000001,141,0,1,0,0,0,4.976733742420574
174,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.905,-122.286,0,101,5.0,1.054708273,245,1,1,0,0,0,4.61512051684126
175,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7509128,-122.3962869,0,85,5.0,1.151611442,263,1,0,1,0,0,4.442651256490317
176,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7581328,-122.4355014,0,125,4.5,0.922057288,173,0,1,0,0,0,4.8283137373023015
177,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7605496,-122.4717882,0,99,4.5,1.001234268,307,0,1,0,0,0,4.59511985013459
178,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.7585771,-122.40152240000002,0,189,4.5,1.105523349,385,0,1,0,0,0,5.241747015059643
179,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7422014,-122.4199166,0,139,5.0,0.983212642,311,1,1,0,0,0,4.9344739331306915
181,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.7587535,-122.4336393,0,150,5.0,1.055299146,240,1,1,0,0,0,5.0106352940962555
182,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7579357,-122.4895361,0,110,5.0,1.121772356,388,1,0,1,0,0,4.700480365792417
183,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.7385331,-122.4716588,0,160,5.0,0.922057288,371,1,1,0,0,0,5.075173815233827
184,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37.7267083,-122.4353762,0,127,5.0,1.010097363,333,1,1,0,0,0,4.844187086458591
185,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.73436160000001,-122.4048752,0,165,5.0,1.105523349,96,1,1,0,0,0,5.10594547390058
